Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Developer,Rating,Critic_Score
PS3,2007,Sports,Take-Two Interactive,0.16,0,0,0.01,0.18,2K Sports,E,81
X360,2007,Sports,Take-Two Interactive,0.16,0,0,0.01,0.18,Visual Concepts,E,81
PSV,2014,Misc,Nippon Ichi Software,0.08,0.05,0,0.04,0.17,Spike Chunsoft,M,81
PS2,2003,Action,Ubisoft,0.08,0.06,0,0.02,0.16,Tecmo,M,81
PS3,2007,Sports,Electronic Arts,0.12,0.01,0,0.02,0.15,EA Canada,E,81
PC,2012,Action,Nordic Games,0.03,0.1,0,0.02,0.15,Vigil Games,M,81
PS,2001,Sports,Electronic Arts,0.08,0.06,0,0.01,0.15,EA Sports,E,81
XB,2005,Misc,Capcom,0.11,0.03,0,0.01,0.15,Digital Eclipse,T,81
XB,2005,Misc,Sega,0.11,0.03,0,0.01,0.15,Sega,E,81
PC,2014,Shooter,Sega,0,0.14,0,0.01,0.14,Creative Assembly,M,81
PS2,2004,Role-Playing,Tecmo Koei,0.07,0.05,0,0.02,0.14,Nippon Ichi Software,T,81
XB,2005,Sports,Electronic Arts,0.11,0.03,0,0.01,0.14,EA Canada,E,81
GBA,2001,Shooter,Activision,0.1,0.04,0,0,0.14,David A. Palmer Productions,T,81
XB,2006,Action,Eidos Interactive,0.11,0.03,0,0.01,0.14,Io Interactive,M,81
PS4,2015,Adventure,505 Games,0.03,0.08,0,0.02,0.14,Starbreeze,T,81
PC,2012,Action,Square Enix ,0.06,0.05,0,0.01,0.12,United Front Games,M,81
PS2,2002,Racing,Electronic Arts,0.05,0.04,0.02,0.01,0.12,Visual Sciences,E,81
XB,2004,Action,Microsoft Game Studios,0.08,0.02,0,0,0.11,Microsoft Game Studios Japan,T,81
PS2,2003,Role-Playing,Atlus,0.06,0.04,0,0.01,0.11,Career Soft,T,81
XB,2002,Sports,Midway Games,0.08,0.02,0,0,0.11,Black Box,E,81
PC,2001,Strategy,Gathering of Developers,0,0.09,0,0.02,0.11,FireFly Studios,T,81
PC,2015,Role-Playing,inXile Entertainment,0.03,0.06,0,0.01,0.1,InXile Entertainment,M,81
PSP,2008,Misc,Sony Computer Entertainment,0,0.03,0.06,0.01,0.1,SCE Japan Studio,E,81
GC,2005,Action,Ubisoft,0.08,0.02,0,0,0.1,Ubisoft Montreal,M,81
PC,2016,Simulation,Sega,0,0.09,0,0.01,0.09,Sports Interactive,E,81
3DS,2016,Adventure,Aksys Games,0.05,0,0.02,0.01,0.08,"Spike Chunsoft, Chime",M,81
XB,2003,Sports,Midway Games,0.05,0.01,0,0,0.07,Next Level Games,E,81
PC,2007,Strategy,Microsoft Game Studios,0,0.05,0,0.01,0.06,Big Huge Games,T,81
PC,2010,Racing,Activision,0.01,0.04,0,0.01,0.06,Bizarre Creations,E10+,81
PC,2007,Role-Playing,Atari,0,0.05,0,0.01,0.06,CD Projekt Red Studio,M,81
DS,2007,Sports,Electronic Arts,0.05,0,0,0,0.06,Exient Entertainment,E,81
PC,2005,Simulation,Electronic Arts,0.01,0.04,0,0.01,0.06,Maxis,T,81
PC,2009,Platform,Electronic Arts,0,0.05,0,0.01,0.06,EA DICE,T,81
GBA,N/A,Platform,Unknown,0.04,0.01,0,0,0.05,Game Freak,E,81
PS4,2015,Adventure,PQube,0,0,0.05,0,0.05,5pb,M,81
PS2,2006,Racing,Sega,0.02,0.01,0.01,0,0.05,Sumo Digital,E,81
PC,2001,Strategy,Vivendi Games,0,0.04,0,0.01,0.05,Stainless Steel Studios,T,81
XOne,2015,Adventure,505 Games,0.03,0.01,0,0,0.04,Starbreeze,T,81
GC,N/A,Sports,Unknown,0.03,0.01,0,0,0.04,Next Level Games,E,81
PC,2007,Strategy,THQ,0.01,0.02,0,0,0.04,Gas Powered Games,E10+,81
PC,2003,Shooter,Activision,0,0.03,0,0,0.03,Raven Software,T,81
PSP,2006,Racing,Codemasters,0.03,0,0,0,0.03,Sumo Digital,T,81
3DS,2014,Adventure,Capcom,0,0,0.02,0,0.02,NATSUME ATARI Inc.,T,81
PC,2011,Role-Playing,Unknown,0.02,0,0,0,0.02,Trendy Entertainment,E10+,81
PC,2007,Strategy,Codemasters,0,0.02,0,0,0.02,Triumph Studios,T,81
PC,2005,Shooter,Activision,0,0.02,0,0,0.02,Raven Software,M,81
PC,2004,Shooter,DreamCatcher Interactive,0,0.02,0,0,0.02,People Can Fly,M,81
GBA,2003,Racing,Jaleco,0.01,0,0,0,0.01,"Infinite Dreams, Paragon 5",E,81
WiiU,2016,Action,Nintendo,0,0.01,0,0,0.01,Shin'en,E,81
GBA,2002,Fighting,Midway Games,0.01,0,0,0,0.01,Criterion Games,M,81
Wii,2008,Racing,Nintendo,15.68,12.76,3.79,3.29,35.52,Nintendo,E,82
PS4,2015,Sports,Electronic Arts,1.12,6.12,0.06,1.28,8.57,EA Sports,E,82
PS2,2004,Racing,Electronic Arts,2.71,3.02,0.08,1.09,6.9,EA Canada,E,82
PS4,2014,Sports,Electronic Arts,0.8,4.33,0.05,0.9,6.08,EA Sports,E,82
PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.98,"Neversoft Entertainment, BudCat",T,82
PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,Stormfront Studios,T,82
PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,EA Canada,T,82
PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,Zipper Interactive,M,82
PS2,2007,Sports,Konami Digital Entertainment,0.05,0,0.64,2.93,3.63,Konami,E,82
PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,Pandemic Studios,T,82
XOne,2015,Shooter,Microsoft Game Studios,2.61,0.33,0,0.34,3.28,"Splash Damage, The Coalition",M,82
X360,2010,Misc,MTV Games,2.15,0.76,0.01,0.26,3.17,Harmonix Music Systems,T,82
DS,2005,Platform,Sega,1.21,1.56,0.06,0.29,3.12,"Dimps Corporation, Sonic Team",E,82
PS3,2010,Role-Playing,Bethesda Softworks,1.52,1.03,0.1,0.46,3.11,Obsidian Entertainment,M,82
PC,2000,Misc,Electronic Arts,1.67,1.18,0,0.13,2.99,Maxis,T,82
X360,2006,Shooter,Activision,1.49,0.92,0.02,0.27,2.7,Treyarch,T,82
X360,2009,Strategy,Microsoft Game Studios,1.54,0.8,0.04,0.24,2.62,Ensemble Studios,T,82
X360,2006,Role-Playing,Activision,2.29,0.02,0,0.19,2.5,Raven Software,T,82
PS3,2011,Action,THQ,0.86,1.04,0.18,0.38,2.47,Volition Inc.,M,82
PS3,2008,Racing,Take-Two Interactive,1.56,0.53,0.05,0.31,2.45,Rockstar San Diego,T,82
X360,2008,Shooter,Ubisoft,1.56,0.6,0.02,0.23,2.42,Ubisoft Montreal,M,82
PS2,2001,Racing,Sony Computer Entertainment,2.07,0.26,0,0.08,2.41,Rainbow Studios,E,82
X360,2011,Shooter,Microsoft Game Studios,1.44,0.7,0.04,0.22,2.4,343 Industries,M,82
PS2,2008,Sports,Electronic Arts,0.38,0.07,0.01,1.82,2.28,EA Canada,E,82
PS2,2002,Racing,THQ,1.92,0.2,0,0.06,2.18,Rainbow Studios,E,82
XOne,2014,Sports,Electronic Arts,0.6,1.42,0,0.16,2.18,EA Sports,E,82
X360,2010,Role-Playing,Square Enix,1.28,0.67,0.01,0.21,2.16,Square Enix,T,82
PSP,2010,Role-Playing,Square Enix,0.63,0.41,0.75,0.26,2.06,Square Enix,E10+,82
PS2,2005,Action,Ubisoft,0.71,1.02,0,0.31,2.04,Ubisoft Montpellier,T,82
GC,2002,Adventure,Nintendo,0.96,0.53,0.3,0.09,1.87,Rare Ltd.,T,82
PS3,2013,Action,Warner Bros. Interactive Entertainment,0.77,0.76,0.01,0.29,1.84,TT Games,E10+,82
PC,2012,Role-Playing,Activision,0.84,0.76,0,0.22,1.82,Blizzard Entertainment,T,82
PS2,2003,Simulation,Konami Digital Entertainment,1.05,0.59,0,0.18,1.81,Konami,E,82
PS4,2016,Sports,Electronic Arts,1.25,0.17,0,0.32,1.75,EA Sports,E,82
XOne,2014,Sports,Take-Two Interactive,1.37,0.18,0,0.18,1.72,Visual Concepts,E,82
PS2,2005,Shooter,Sony Computer Entertainment,1.22,0.34,0.04,0.1,1.69,Zipper Interactive,M,82
PS3,2008,Action,THQ,0.88,0.54,0.02,0.25,1.68,Volition Inc.,M,82
XOne,2014,Shooter,Ubisoft,0.8,0.69,0.01,0.14,1.63,Ubisoft Montreal,M,82
PS3,2012,Sports,Konami Digital Entertainment,0.18,0.63,0.49,0.24,1.53,Konami,E,82
PS2,2005,Sports,Take-Two Interactive,0.72,0.56,0,0.19,1.48,Kush Games,E,82
PS3,2008,Racing,Sony Computer Entertainment,0.43,0.65,0.02,0.25,1.35,Evolution Studios,T,82
X360,2007,Sports,Electronic Arts,0.31,0.89,0.01,0.14,1.35,EA Canada,E,82
PS3,2010,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23,EA Canada,E,82
PS3,2011,Racing,Codemasters,0.12,0.74,0.11,0.24,1.2,Codemasters,E,82
PS3,2007,Misc,Sony Computer Entertainment,0.45,0.56,0,0.12,1.13,SCEE London Studio,T,82
PS3,2010,Racing,Sony Computer Entertainment,0.5,0.4,0.06,0.16,1.12,United Front Games,E,82
PSP,2005,Shooter,Sony Computer Entertainment,1.03,0,0.01,0.08,1.12,Zipper Interactive,M,82
PS2,N/A,Misc,Electronic Arts,0.71,0.06,0,0.35,1.11,Harmonix Music Systems,T,82
PS2,2006,Shooter,Activision,0.89,0.03,0,0.15,1.07,Treyarch,T,82
PS3,2012,Action,Warner Bros. Interactive Entertainment,0.37,0.49,0,0.19,1.05,TT Games,E10+,82
PS,2000,Sports,Acclaim Entertainment,0.91,0.11,0,0.03,1.05,"Z-Axis, Ltd.",E,82
PS2,2003,Sports,Electronic Arts,0.5,0.39,0,0.13,1.03,NuFX,E,82
X360,2011,Sports,Electronic Arts,0.94,0,0,0.06,0.99,EA Sports,E,82
X360,2013,Action,Ubisoft,0.57,0.32,0.01,0.08,0.98,Ubisoft Toronto,M,82
X360,2009,Sports,Take-Two Interactive,0.88,0.02,0,0.08,0.97,Visual Concepts,E,82
X360,2009,Action,Electronic Arts,0.62,0.26,0,0.09,0.97,Double Fine Productions,M,82
Wii,2008,Platform,THQ,0.49,0.37,0,0.1,0.96,Blue Tongue Entertainment,E,82
X360,2014,Role-Playing,Ubisoft,0.58,0.26,0,0.09,0.92,Obsidian Entertainment,M,82
XB,2004,Role-Playing,Activision,0.62,0.24,0,0.04,0.9,Raven Software,T,82
3DS,2012,Action,Capcom,0.3,0.22,0.3,0.05,0.88,Capcom,M,82
PS4,2015,Shooter,Take-Two Interactive,0.38,0.33,0.03,0.14,0.88,Gearbox Software,M,82
PS3,2012,Fighting,Namco Bandai Games,0.28,0.31,0.13,0.13,0.85,Namco Bandai Games,T,82
Wii,2008,Sports,Electronic Arts,0.76,0.01,0,0.06,0.83,EA Tiburon,E,82
PS3,2011,Sports,Electronic Arts,0.78,0,0,0.05,0.83,EA Sports,E,82
PS3,2011,Action,Electronic Arts,0.4,0.26,0.05,0.11,0.83,BioWare,M,82
XB,2003,Sports,Electronic Arts,0.24,0.49,0,0.05,0.79,EA Canada,E,82
PS4,2014,Sports,Konami Digital Entertainment,0.09,0.45,0.11,0.1,0.75,Konami,E,82
WiiU,2013,Action,Warner Bros. Interactive Entertainment,0.31,0.35,0.02,0.06,0.74,TT Games,E10+,82
GBA,2002,Puzzle,Atari,0.51,0.19,0,0.01,0.72,Realism Ltd,E,82
X360,2012,Sports,Electronic Arts,0.38,0.26,0,0.06,0.7,EA Canada,E,82
PS3,2011,Sports,Take-Two Interactive,0.17,0.39,0,0.13,0.69,2K Czech,E,82
PSP,2007,Sports,Sony Computer Entertainment,0.21,0.11,0.28,0.08,0.68,Clap Hanz,E,82
PS,1998,Role-Playing,Konami Digital Entertainment,0.15,0.1,0.38,0.04,0.68,Konami,T,82
Wii,2012,Action,Nintendo,0.33,0,0.33,0.02,0.67,HAL Labs,E10+,82
PS3,2008,Sports,Electronic Arts,0.34,0.22,0,0.1,0.65,EA Tiburon,E,82
PS2,2005,Role-Playing,Activision,0.53,0.02,0,0.09,0.63,Raven Software,T,82
PC,2011,Action,Electronic Arts,0.23,0.33,0,0.08,0.63,BioWare,M,82
PS2,2002,Platform,Sony Computer Entertainment,0.12,0.09,0.38,0.03,0.63,SCE Japan Studio,E,82
PS2,2001,Sports,Electronic Arts,0.31,0.24,0,0.08,0.63,EA Sports,E,82
GC,2006,Sports,Electronic Arts,0.48,0.13,0,0.02,0.62,EA Tiburon,E,82
PS3,2008,Sports,Take-Two Interactive,0.56,0,0,0.05,0.61,Visual Concepts,E,82
X360,2010,Racing,Disney Interactive Studios,0.32,0.23,0,0.06,0.6,Black Rock Studio,E10+,82
X360,2010,Racing,Activision,0.25,0.27,0,0.06,0.59,Bizarre Creations,E10+,82
DS,2009,Misc,Nintendo,0.17,0.18,0.2,0.04,0.59,Intelligent Systems,E,82
3DS,2011,Action,Activision,0.32,0.2,0,0.05,0.57,Vicarious Visions,E10+,82
GBA,2002,Platform,Capcom,0.22,0.08,0.24,0.01,0.55,Inti,E,82
DS,2008,Simulation,THQ,0.26,0.23,0,0.06,0.55,Rare Ltd.,E,82
XB,2003,Simulation,Konami Digital Entertainment,0.42,0.11,0,0.02,0.54,Konami Computer Entertainment Hawaii,E,82
X360,2010,Action,Namco Bandai Games,0.3,0.19,0,0.05,0.54,Ninja Theory,T,82
PS3,2013,Role-Playing,Nippon Ichi Software,0.25,0.07,0.17,0.05,0.53,Vanillaware,T,82
XB,2005,Action,Ubisoft,0.34,0.17,0,0.02,0.53,Ubisoft Montpellier,T,82
GC,2002,Action,Electronic Arts,0.41,0.11,0,0.01,0.53,Stormfront Studios,T,82
DC,1999,Simulation,Sega,0,0,0.52,0,0.52,Vivarium,T,82
PS2,2006,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52,Crystal Dynamics,T,82
Wii,2009,Sports,Konami Digital Entertainment,0.12,0.27,0.06,0.05,0.51,Konami,E,82
XB,2004,Sports,Midway Games,0.37,0.11,0,0.02,0.51,Midway,E,82
GC,2004,Sports,Activision,0.38,0.1,0,0.01,0.5,Neversoft Entertainment,T,82
X360,2013,Action,Konami Digital Entertainment,0.3,0.14,0,0.04,0.48,PlatinumGames,M,82
PS2,2000,Strategy,Electronic Arts,0.23,0.18,0,0.06,0.48,Bullfrog Productions,E,82
X360,2008,Shooter,Midway Games,0.25,0.17,0.01,0.05,0.47,Epic Games,M,82
Wii,2008,Misc,System 3 Arcade Software,0.41,0.03,0,0.04,0.47,Farsight Studios,E10+,82
X360,2008,Simulation,Microsoft Game Studios,0.16,0.25,0.01,0.05,0.47,Rare Ltd.,E,82
Wii,2009,Shooter,Electronic Arts,0.32,0.1,0.01,0.04,0.47,"Eurocom Entertainment Software, Visceral Games",M,82
PS2,2005,Shooter,Ubisoft,0.38,0.01,0,0.06,0.46,Gearbox Software,M,82
GBA,2001,Fighting,Infogrames,0.32,0.12,0,0.01,0.45,Eighting/Raizing,T,82
X360,2007,Shooter,Take-Two Interactive,0.36,0.04,0.01,0.03,0.44,Starbreeze,M,82
DS,2010,Adventure,Capcom,0.21,0.06,0.13,0.02,0.43,Capcom,E10+,82
PS2,2003,Simulation,Konami Digital Entertainment,0.15,0.12,0.11,0.04,0.41,KCEJ,M,82
PS3,2008,Action,Sega,0.17,0.16,0,0.06,0.39,Monolith Productions,M,82
X360,2006,Action,Eidos Interactive,0.29,0.06,0.01,0.03,0.39,Io Interactive,M,82
PS2,2003,Role-Playing,Ghostlight,0.07,0.05,0.25,0.02,0.38,Atlus Co.,M,82
PC,2009,Simulation,Ubisoft,0,0.32,0,0.06,0.38,"Blue Byte, Related Designs",T,82
PS3,2013,Racing,Codemasters,0.07,0.22,0.01,0.08,0.37,Codemasters,E,82
XB,N/A,Sports,Electronic Arts,0.31,0.04,0,0.01,0.36,EA Canada,E,82
DS,2007,Puzzle,D3Publisher,0.28,0,0.03,0.02,0.34,1st Playable Productions,E10+,82
XB,2001,Racing,Electronic Arts,0.25,0.07,0,0.01,0.33,EA Tiburon,E,82
GBA,2001,Racing,THQ,0.24,0.09,0,0.01,0.33,MTO,E,82
PS,1999,Simulation,Ubisoft,0.11,0.07,0.12,0.02,0.32,Victor Interactive Software,E,82
PS2,2004,Misc,Konami Digital Entertainment,0.16,0.12,0,0.04,0.32,Harmonix Music Systems,E,82
X360,2006,Racing,Atari,0.23,0.04,0.02,0.02,0.32,Eden Studios,E10+,82
PSP,2009,Fighting,Namco Bandai Games,0.15,0.03,0.1,0.03,0.32,"Namco Bandai Games America, Namco Bandai Games",T,82
X360,2011,Adventure,Deep Silver,0.2,0.06,0.03,0.02,0.31,Atlus,M,82
PSP,2007,Racing,Sony Computer Entertainment,0.13,0.12,0,0.06,0.31,Studio Liverpool,E10+,82
X360,2012,Sports,Konami Digital Entertainment,0.08,0.2,0,0.03,0.31,Konami,E,82
GC,N/A,Sports,Electronic Arts,0.23,0.06,0,0.01,0.3,EA Canada,E,82
PC,2005,Racing,Electronic Arts,0.02,0.23,0,0.04,0.29,Black Box,T,82
X360,2009,Shooter,Atari,0.16,0.1,0,0.03,0.29,Starbreeze,M,82
PC,2014,Sports,Electronic Arts,0,0.27,0,0.02,0.28,EA Sports,E,82
PSP,2007,Sports,Sony Computer Entertainment,0.26,0,0,0.02,0.28,SCEA San Diego Studios,E,82
PS2,2002,Sports,Midway Games,0.14,0.11,0,0.04,0.28,Midway,E,82
DS,2008,Role-Playing,Atlus,0.09,0,0.16,0.01,0.26,Atlus,E10+,82
GC,2005,Role-Playing,Activision,0.19,0.05,0,0.01,0.25,Raven Software,T,82
PSV,2012,Action,Nihon Falcom Corporation,0.1,0.01,0.1,0.04,0.24,Falcom,T,82
XB,2003,Shooter,Electronic Arts,0.17,0.05,0,0.01,0.23,Io Interactive,T,82
DS,2006,Role-Playing,Konami Digital Entertainment,0.17,0.01,0.04,0.01,0.23,Kojima Productions,E10+,82
PSV,2014,Action,Tecmo Koei,0.02,0.02,0.17,0.01,0.23,"Omega Force, Koei Tecmo Games",T,82
PSV,2014,Action,Sony Computer Entertainment,0,0.08,0.12,0.02,0.22,SCE Japan Studio,M,82
PS3,2009,Misc,Crave Entertainment,0.2,0,0,0.02,0.22,Farsight Studios,E10+,82
DS,2008,Misc,AQ Interactive,0.19,0.01,0,0.02,0.22,AQ Interactive,E,82
X360,2006,Sports,Take-Two Interactive,0.2,0,0,0.02,0.21,2K Sports,E,82
X360,2011,Misc,THQ,0.19,0,0,0.01,0.21,"Jellyvision, Iron Galaxy Studios",T,82
GBA,2001,Fighting,Ubisoft,0.09,0.03,0.08,0,0.21,Sun-Tec,E,82
GBA,2003,Simulation,Ubisoft,0.14,0.05,0,0,0.2,TOSE,E,82
XB,2003,Sports,Electronic Arts,0.15,0.04,0,0.01,0.2,EA Sports,E,82
DS,2009,Shooter,Square Enix,0.17,0.01,0,0.01,0.19,Taito Corporation,E,82
PC,2010,Action,Take-Two Interactive,0.18,0,0,0.01,0.19,Visual Concepts,E,82
WiiU,2013,Fighting,Warner Bros. Interactive Entertainment,0.09,0.08,0,0.02,0.19,NetherRealm Studios,T,82
PC,2013,Action,Deep Silver,0.06,0.11,0,0.02,0.19,4A Games,M,82
PC,2013,Action,Ubisoft,0.04,0.13,0,0.01,0.19,Ubisoft Toronto,M,82
XB,2002,Racing,Sega,0.12,0.03,0.03,0.01,0.19,Wow Entertainment,E,82
DS,2008,Role-Playing,Square Enix,0.11,0.01,0.05,0.01,0.18,Nippon Ichi Software,T,82
PS3,2011,Misc,THQ,0.16,0,0,0.01,0.18,"Jellyvision, Iron Galaxy Studios",T,82
XB,2003,Shooter,Vivendi Games,0.13,0.04,0,0.01,0.17,Swingin' Ape,T,82
Wii,N/A,Simulation,Unknown,0.14,0,0.02,0.01,0.17,Atlus,T,82
XB,2004,Action,Eidos Interactive,0.13,0.04,0,0.01,0.17,Ion Storm,M,82
PC,2011,Shooter,Electronic Arts,0.07,0.07,0,0.02,0.16,"Epic Games, People Can Fly",M,82
PC,2014,Role-Playing,NCSoft,0.08,0.07,0,0.01,0.16,Carbine Studios,T,82
GBA,2002,Sports,Activision,0.11,0.04,0,0,0.16,HotGen,E,82
DS,2007,Fighting,Sega,0.12,0.02,0,0.01,0.15,Treasure,T,82
3DS,2011,Platform,Nippon Ichi Software,0.09,0.03,0.01,0.01,0.14,Nicalis,E10+,82
PSP,2006,Platform,Capcom,0.12,0.01,0,0.02,0.14,Capcom,E,82
PS3,2007,Sports,Take-Two Interactive,0.13,0,0,0.01,0.14,Visual Concepts,E,82
XB,2006,Action,Eidos Interactive,0.1,0.03,0,0,0.13,Crystal Dynamics,T,82
PS2,2000,Strategy,Konami Digital Entertainment,0.06,0.04,0,0.01,0.11,Konami,T,82
PSP,2010,Fighting,PQube,0.07,0.01,0.03,0.01,0.11,Arc System Works,T,82
DS,2009,Simulation,Ubisoft,0.07,0.03,0,0.01,0.11,Keen Games,E,82
GC,2005,Sports,Electronic Arts,0.08,0.02,0,0,0.11,EA Sports,E,82
PC,2009,Adventure,HMH Interactive,0,0.08,0,0.02,0.1,KING Art,T,82
PS,2000,Misc,Vivendi Games,0.06,0.04,0,0.01,0.1,Jellyvision,E,82
XB,2005,Sports,Take-Two Interactive,0.07,0.02,0,0,0.1,2K Sports,E,82
PS2,2004,Shooter,Konami Digital Entertainment,0.05,0.04,0,0.01,0.09,Treasure,T,82
DS,2009,Puzzle,Electronic Arts,0.08,0,0,0.01,0.09,EA Tiburon,E,82
XB,2007,Sports,Electronic Arts,0.06,0.02,0,0,0.08,EA Sports,E,82
PS2,2006,Racing,Codemasters,0.04,0.03,0,0.01,0.08,Codemasters,E10+,82
PC,2010,Puzzle,PopCap Games,0.02,0.05,0,0.01,0.08,PopCap,E,82
PS2,2005,Role-Playing,Ghostlight,0.04,0.03,0,0.01,0.08,Atlus Co.,M,82
GC,2005,Shooter,Electronic Arts,0.06,0.02,0,0,0.08,Free Radical Design,M,82
GC,2002,Sports,Midway Games,0.06,0.02,0,0,0.08,Midway,E,82
PC,2012,Racing,Electronic Arts,0,0.06,0,0.02,0.08,Black Box,T,82
PC,2004,Racing,Electronic Arts,0,0.06,0,0.01,0.07,EA Canada,T,82
GC,2003,Strategy,Activision,0.06,0.01,0,0,0.07,LucasArts,T,82
PC,2004,Strategy,Electronic Arts,0.01,0.06,0,0.01,0.07,EA LA,T,82
DC,2001,Racing,Sega,0,0,0.07,0,0.07,Hitmaker,T,82
DS,2007,Platform,Atari,0.06,0,0,0,0.07,"Metanet Software Inc., SilverBirch Studios",E,82
PC,2014,Sports,Konami Digital Entertainment,0,0.06,0,0,0.06,Konami,,82
PC,2007,Shooter,THQ,0.01,0.04,0,0.01,0.06,GSC Game World,M,82
PS2,2002,Racing,Atari,0.03,0.02,0,0.01,0.06,Eden Studios,E,82
GBA,2003,Sports,Electronic Arts,0.04,0.01,0,0,0.05,Exient Entertainment,E,82
PC,2016,Shooter,Electronic Arts,0,0.04,0,0,0.05,PopCap,E10+,82
PS4,2014,Role-Playing,Ubisoft,0,0.01,0.04,0,0.05,Ubisoft Montreal,E10+,82
GBA,2002,Racing,Atari,0.03,0.01,0,0,0.05,Velez & Dubail,E,82
PC,2003,Racing,Electronic Arts,0,0.04,0,0.01,0.05,Black Box,E,82
PS2,2001,Misc,THQ,0.02,0.02,0,0.01,0.05,Koei/Inis,E,82
3DS,2015,Platform,Rising Star Games,0.01,0,0.03,0,0.04,WayForward,E10+,82
PSP,2006,Racing,Sega,0.03,0.01,0,0,0.04,Sumo Digital,E,82
PC,2006,Action,Eidos Interactive,0,0.03,0,0.01,0.03,Io Interactive,M,82
PC,2009,Shooter,THQ,0,0.03,0,0.01,0.03,"Volition Inc., Reactor Zero",M,82
PC,2002,Action,Microids,0,0.02,0,0,0.03,Microids,T,82
PC,2012,Adventure,Daedalic Entertainment,0,0.02,0,0,0.03,Amanita Design,,82
PS4,2016,Action,Capcom,0.01,0,0.01,0,0.03,Blue Castle Games,M,82
PC,2006,Role-Playing,Atari,0,0.02,0,0,0.02,Obsidian Entertainment,T,82
PS3,2010,Action,THQ,0.01,0,0,0,0.02,Vigil Games,M,82
PC,2006,Action,Eidos Interactive,0,0.01,0,0,0.02,Nixxes Software,T,82
PC,2007,Role-Playing,Atari,0,0.01,0,0,0.01,Obsidian Entertainment,T,82
PC,2009,Sports,Sega,0,0.01,0,0,0.01,Sports Interactive,,82
PC,2006,Role-Playing,Activision,0.01,0,0,0,0.01,Raven Software,T,82
WiiU,2015,Misc,Nintendo,0,0,0.01,0,0.01,Headstrong Games,E,82
PC,2009,Role-Playing,1C Company,0,0.01,0,0,0.01,Katauri Interactive,T,82
PS3,2012,Shooter,Activision,4.99,5.73,0.65,2.42,13.79,Treyarch,M,83
X360,2012,Shooter,Activision,8.25,4.24,0.07,1.12,13.67,Treyarch,M,83
DS,2008,Role-Playing,Nintendo,2.76,1.72,2.69,0.54,7.72,Game Freak,E,83
PS4,2014,Shooter,Activision,2.81,3.48,0.14,1.23,7.66,Sledgehammer Games,M,83
X360,2009,Shooter,Microsoft Game Studios,4.34,1.34,0.06,0.61,6.34,"Bungie Software, Bungie",M,83
PS3,2009,Role-Playing,Square Enix,1.74,1.21,1.87,0.51,5.33,Square Enix,T,83
X360,2009,Action,Capcom,2.11,0.93,0.12,0.34,3.5,Capcom,M,83
DS,2006,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45,Agenda,E,83
PS4,2015,Sports,Electronic Arts,2.34,0.3,0,0.6,3.24,EA Sports,E,83
PSP,2007,Role-Playing,Square Enix,1.35,0.59,0.8,0.43,3.18,Square Enix,T,83
PS2,2007,Sports,Electronic Arts,0.68,0,0,2.46,3.14,EA Canada,E,83
DS,2008,Misc,Nintendo,0.55,0.5,1.93,0.13,3.11,Nintendo,E,83
Wii,2006,Puzzle,Nintendo,0.86,1.04,0.73,0.26,2.89,Intelligent Systems,E10+,83
PS4,2013,Action,Ubisoft,1.07,1.31,0.06,0.42,2.85,Ubisoft,M,83
PS4,2015,Fighting,Warner Bros. Interactive Entertainment,1.5,0.8,0,0.48,2.78,"Warner Bros. Interactive Entertainment, NetherRealm Studios",M,83
PS2,2003,Simulation,Electronic Arts,1.41,1.12,0,0.24,2.77,Edge of Reality,T,83
DS,2009,Puzzle,Nintendo,0.28,1.39,0.68,0.32,2.67,Level 5,E10+,83
PS3,2012,Sports,Electronic Arts,2.11,0.22,0,0.23,2.56,EA Tiburon,E,83
X360,2008,Sports,Electronic Arts,2.21,0.12,0,0.2,2.53,EA Tiburon,E,83
PS4,2014,Sports,Take-Two Interactive,1.47,0.54,0.01,0.43,2.45,Visual Concepts,E,83
PS,1997,Role-Playing,SquareSoft,0.93,0.12,1.34,0.06,2.45,SquareSoft,T,83
PC,1997,Adventure,Red Orb,1.52,0.82,0,0.1,2.43,Cyan Worlds,E,83
PS3,2010,Sports,Electronic Arts,2.04,0.15,0,0.2,2.38,EA Tiburon,E,83
PS2,2004,Sports,Activision,1.25,0.86,0.01,0.26,2.37,Neversoft Entertainment,T,83
PS3,2007,Misc,Activision,1.4,0.53,0.02,0.3,2.24,Neversoft Entertainment,T,83
PS3,2012,Action,Square Enix,0.59,1.05,0.07,0.44,2.14,Io Interactive,M,83
PS3,2009,Shooter,Take-Two Interactive,1.2,0.6,0,0.29,2.09,Gearbox Software,M,83
X360,2009,Fighting,THQ,1.48,0.39,0,0.19,2.06,Yuke's,T,83
